index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
68,maps,america,1860,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of america in 1860,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of america in 1860'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1860)? Just reply with 'yes' or 'no'.
69,maps,america,1864,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of america in 1864,1,Is the following subject present in the image: 'Map of america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of america in 1864'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1864)? Just reply with 'yes' or 'no'.
70,maps,usa,1820,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1820,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1820'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1820)? Just reply with 'yes' or 'no'.
71,maps,usa,1861,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1861,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1861'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1861)? Just reply with 'yes' or 'no'.
72,maps,usa,1899,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1899,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1899'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1899)? Just reply with 'yes' or 'no'.
73,maps,usa,1880,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1880,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1880'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1880)? Just reply with 'yes' or 'no'.
74,maps,usa,1860,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1860,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1860'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1860)? Just reply with 'yes' or 'no'.
75,maps,usa,1883,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1883,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1883'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1883)? Just reply with 'yes' or 'no'.
76,maps,usa,1800,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1800,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
77,maps,usa,1850,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1850,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1850'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1850)? Just reply with 'yes' or 'no'.
78,maps,usa,1776,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1776,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
79,maps,usa,1900,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of the usa in 1900,1,Is the following subject present in the image: 'Map of usa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of the usa in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
80,maps,south america,1800,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of south america in 1800,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of south america in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
81,maps,south america,1914,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of south america in 1914,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of south america in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
82,maps,south america,1900,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of south america in 1900,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of south america in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
83,maps,south america,1850,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of south america in 1850,1,Is the following subject present in the image: 'Map of south america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of south america in 1850'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1850)? Just reply with 'yes' or 'no'.
84,maps,north america,1754,Give me,(imperative) a realistic map of (place) in (suggestion),Give me a realistic map of north america in 1754,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map of north america in 1754'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1754)? Just reply with 'yes' or 'no'.
