index,subject,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,time,goldenrecordImages,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
34,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of an African Bush Elephant that is 130 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an African Bush Elephant that is 130 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
35,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of an African Bush Elephant that is 32.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an African Bush Elephant that is 32.0 years old.'? Is the correct temporal knowledge applied (i.e. 320 years old)? Just reply with 'yes' or 'no'.
36,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of an African Bush Elephant that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an African Bush Elephant that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
37,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of an African Bush Elephant that is 52 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an African Bush Elephant that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
38,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an African Bush Elephant that is 130 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an African Bush Elephant that is 130 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
39,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of an African Bush Elephant that is 32.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an African Bush Elephant that is 32.0 years old.'? Is the correct temporal knowledge applied (i.e. 320 years old)? Just reply with 'yes' or 'no'.
40,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of an African Bush Elephant that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an African Bush Elephant that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
41,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an African Bush Elephant that is 52 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an African Bush Elephant that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
42,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an African Bush Elephant that is 130 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an African Bush Elephant that is 130 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
43,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of an African Bush Elephant that is 32.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an African Bush Elephant that is 32.0 years old.'? Is the correct temporal knowledge applied (i.e. 320 years old)? Just reply with 'yes' or 'no'.
44,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of an African Bush Elephant that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an African Bush Elephant that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
45,African Bush Elephant,70.0,65.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of an African Bush Elephant that is 52 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/African%20Bush%20Elephant.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20bush%20elephant%2C%20Loxodonta%20africana%20at%20Punda%20Maria%2C%20Kruger%20National%20Park%2C%20South%20Africa.%20Includes%20lots%20of%20baby%20elephant.%20%2820591203310%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Elephant%20%28Loxodonta%20africana%29%20male%20%2816723147361%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'African Bush Elephant'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an African Bush Elephant that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
