index,subject,DemolitionDate,goldenrecordImages,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
26,Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,random after,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Generate a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 8/21/1936,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Alexander Nevsky Cathedral'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 8/21/1936'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
27,Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,after,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Generate a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan after 01/01/1936,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Alexander Nevsky Cathedral'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan after 01/01/1936'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
28,Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,random before,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 11/30/1929,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Alexander Nevsky Cathedral'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 11/30/1929'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
29,Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,before,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan before 01/01/1936,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Alexander Nevsky Cathedral'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan before 01/01/1936'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
30,Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,random after,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 8/21/1936,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Alexander Nevsky Cathedral'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan on 8/21/1936'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
31,Alexander Nevsky Cathedral,01/01/1936,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Nevsky%20Cathedral%2C%20Baku.jpg,after,Point(49.883333333 40.416666666),Azerbaijan,11/30/1929,8/21/1936,Point(49.883333333 40.416666666),49.88333333,40.41666667,https://commons.wikimedia.org/wiki/Category:Alexander%20Nevsky%20Cathedral%2C%20Baku,0,01/01/1898,17,Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan after 01/01/1936,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Alexander Nevsky Cathedral'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Alexander Nevsky Cathedral in Azerbaijan after 01/01/1936'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
32,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,random before,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 12/12/1993,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 12/12/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
33,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,before,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America before 05/23/1995,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America before 05/23/1995'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
34,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,random after,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 1/10/2001,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 1/10/2001'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
35,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,after,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America after 05/23/1995,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Alfred P. Murrah Federal Building in United States of America after 05/23/1995'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
36,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,random before,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 12/12/1993,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 12/12/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
37,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,before,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America before 05/23/1995,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America before 05/23/1995'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
38,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,random after,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 1/10/2001,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America on 1/10/2001'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
39,Alfred P. Murrah Federal Building,05/23/1995,http://commons.wikimedia.org/wiki/Special:FilePath/Murrah%20Building%20-%20Aerial.jpg,after,Point(-97.516944444 35.472777777),United States of America,12/12/1993,1/10/2001,Point(-97.516944444 35.472777777),-97.51694444,35.47277778,https://commons.wikimedia.org/wiki/Category:Alfred%20P.%20Murrah%20Federal%20Building,0,01/01/1977,14,Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America after 05/23/1995,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,Is the following subject present in the image: 'Alfred P. Murrah Federal Building'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Alfred P. Murrah Federal Building in United States of America after 05/23/1995'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
