index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
44,Seasonality,Date,Create,03/11/1881,,a forest,Create a photorealistic image of a forest in europe on 03/11/1881 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 03/11/1881 '? Is the correct temporal knowledge applied (i.e. 03/11/1881)? Just reply with 'yes' or 'no'.
45,Seasonality,Date,Create,04/23/1804,,a forest,Create a photorealistic image of a forest in europe on 04/23/1804 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 04/23/1804 '? Is the correct temporal knowledge applied (i.e. 04/23/1804)? Just reply with 'yes' or 'no'.
46,Seasonality,Date,Create,04/16/1859,,a forest,Create a photorealistic image of a forest in europe on 04/16/1859 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 04/16/1859 '? Is the correct temporal knowledge applied (i.e. 04/16/1859)? Just reply with 'yes' or 'no'.
47,Seasonality,Date,Create,05/30/1839,,a forest,Create a photorealistic image of a forest in europe on 05/30/1839 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 05/30/1839 '? Is the correct temporal knowledge applied (i.e. 05/30/1839)? Just reply with 'yes' or 'no'.
48,Seasonality,Date,Create,05/30/1894,,a forest,Create a photorealistic image of a forest in europe on 05/30/1894 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 05/30/1894 '? Is the correct temporal knowledge applied (i.e. 05/30/1894)? Just reply with 'yes' or 'no'.
49,Seasonality,Date,Create,06/27/1822,,a forest,Create a photorealistic image of a forest in europe on 06/27/1822 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 06/27/1822 '? Is the correct temporal knowledge applied (i.e. 06/27/1822)? Just reply with 'yes' or 'no'.
50,Seasonality,Date,Create,06/09/1883,,a forest,Create a photorealistic image of a forest in europe on 06/09/1883 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 06/09/1883 '? Is the correct temporal knowledge applied (i.e. 06/09/1883)? Just reply with 'yes' or 'no'.
51,Seasonality,Date,Create,07/26/1814,,a forest,Create a photorealistic image of a forest in europe on 07/26/1814 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 07/26/1814 '? Is the correct temporal knowledge applied (i.e. 07/26/1814)? Just reply with 'yes' or 'no'.
52,Seasonality,Date,Create,07/09/1853,,a forest,Create a photorealistic image of a forest in europe on 07/09/1853 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 07/09/1853 '? Is the correct temporal knowledge applied (i.e. 07/09/1853)? Just reply with 'yes' or 'no'.
53,Seasonality,Date,Create,08/28/1800,,a forest,Create a photorealistic image of a forest in europe on 08/28/1800 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 08/28/1800 '? Is the correct temporal knowledge applied (i.e. 08/28/1800)? Just reply with 'yes' or 'no'.
54,Seasonality,Date,Create,08/01/1892,,a forest,Create a photorealistic image of a forest in europe on 08/01/1892 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 08/01/1892 '? Is the correct temporal knowledge applied (i.e. 08/01/1892)? Just reply with 'yes' or 'no'.
55,Seasonality,Date,Create,09/23/1827,,a forest,Create a photorealistic image of a forest in europe on 09/23/1827 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 09/23/1827 '? Is the correct temporal knowledge applied (i.e. 09/23/1827)? Just reply with 'yes' or 'no'.
56,Seasonality,Date,Create,09/05/1865,,a forest,Create a photorealistic image of a forest in europe on 09/05/1865 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 09/05/1865 '? Is the correct temporal knowledge applied (i.e. 09/05/1865)? Just reply with 'yes' or 'no'.
57,Seasonality,Date,Create,10/18/1849,,a forest,Create a photorealistic image of a forest in europe on 10/18/1849 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 10/18/1849 '? Is the correct temporal knowledge applied (i.e. 10/18/1849)? Just reply with 'yes' or 'no'.
58,Seasonality,Date,Create,10/06/1867,,a forest,Create a photorealistic image of a forest in europe on 10/06/1867 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 10/06/1867 '? Is the correct temporal knowledge applied (i.e. 10/06/1867)? Just reply with 'yes' or 'no'.
59,Seasonality,Date,Create,11/22/1847,,a forest,Create a photorealistic image of a forest in europe on 11/22/1847 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 11/22/1847 '? Is the correct temporal knowledge applied (i.e. 11/22/1847)? Just reply with 'yes' or 'no'.
60,Seasonality,Date,Create,11/01/1877,,a forest,Create a photorealistic image of a forest in europe on 11/01/1877 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of a forest in europe on 11/01/1877 '? Is the correct temporal knowledge applied (i.e. 11/01/1877)? Just reply with 'yes' or 'no'.
